comp,post_bugs,size,complexity,prior_changes,change_churn,prior_bugs,total,minor,major,ownership,entropy,review_rate,review_churn_rate,voters,minor_voters,major_voters,voter_ownership,self_reviews,too_quick,little_discussion,median_revspeed,mean_revspeed,median_discussion,mean_discussion,minor_wrote_no_major_revd,minor_wrote_no_owner_revd,median_voterscore,mean_voterscore,actors,minor_actors,major_actors,actor_ownership,owner_more_author,median_maxexp,mean_maxexp,median_minexp,mean_minexp,subsystem,DataClass,TraditionBreaker,SchizophrenicClass,GodClass,GodModule,SchizophrenicModule,DataModule,FeatureEnvy,DataClumps,SiblingDuplication,InternalDuplication,ExternalDuplication,MessageChains
qtactiveqt.examples/activeqt/comapp,0,155,0.116129033,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,1446.20935,1446.20935,0.006097561,0.006097561,5,5,0,0,9,0,9,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtactiveqt.examples/activeqt/dotnet/wrapper/lib,0,72,0.125000001,1,12,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,1446.20935,1446.20935,0.006097561,0.006097561,4,4,0,0,8,0,8,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtactiveqt.examples/activeqt/hierarchy,0,86,0.104651164,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,1446.20935,1446.20935,0.006097561,0.006097561,4,4,0,0,8,0,8,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtactiveqt.examples/activeqt/menus,0,136,0.102941177,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,1446.20935,1446.20935,0.006097561,0.006097561,4,4,0,0,8,0,8,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtactiveqt.examples/activeqt/multiple,0,75,0.106666668,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,1446.20935,1446.20935,0.006097561,0.006097561,4,4,0,0,8,0,8,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtactiveqt.examples/activeqt/opengl,0,199,0.080402011,1,10,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,1446.20935,1446.20935,0.006097561,0.006097561,4,4,0,0,8,0,8,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtactiveqt.examples/activeqt/qutlook,0,216,0.143518519,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,1446.20935,1446.20935,0.006097561,0.006097561,6,6,0,0,10,0,10,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtactiveqt.examples/activeqt/simple,0,70,0.114285716,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,1446.20935,1446.20935,0.006097561,0.006097561,4,4,0,0,8,0,8,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtactiveqt.examples/activeqt/webbrowser,0,120,0.158333334,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,1446.20935,1446.20935,0.006097561,0.006097561,4,4,0,0,8,0,8,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtactiveqt.examples/activeqt/wrapper,0,100,0.270000001,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,1446.20935,1446.20935,0.006097561,0.006097561,4,4,0,0,8,0,8,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtactiveqt.src/activeqt/container,2,6293,0.218655649,7,1002,1,5,0,5,0.285714286,0.983321391,1,1,16,0,16,1,1,1,1,303.1084906,420.4050157,0.006097561,0.010861747,38,38,0,0,31,17,14,1,0,1,1,1,1,qtactiveqt,5,0,1,2,0,0,0,2,3,0,1,0,0
qtactiveqt.src/activeqt/control,1,4821,0.224227339,8,188,2,5,0,5,0.375,0.986382901,1,1,18,0,18,1,1,1,3,178.9333333,574.7905842,0.025657895,0.096504075,16,16,0,0.017857143,33,16,17,1,0,1,1,1,1,qtactiveqt,2,1,1,2,1,0,1,1,2,1,3,1,0
qtactiveqt.src/activeqt/doc/snippets,0,325,0.261538462,3,897,0,3,0,3,0.333333333,1,1,1,7,0,7,1,0,1,1,118.8307692,523.7287236,0.006097561,0.007568223,0,0,0,0,12,0,12,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtactiveqt.src/activeqt/shared,2,1257,0.246618934,4,130,1,3,0,3,0.5,0.985750935,1,1,13,0,13,1,0,1,1,520.0386203,625.0788314,0.008795907,0.011827199,15,15,0,0,26,12,14,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtactiveqt.src/tools/idc,0,264,0.238636364,1,2,0,1,0,1,1,1,1,1,4,0,4,1,0,0,1,1446.20935,1446.20935,0.006097561,0.006097561,5,5,0,0,9,0,9,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtactiveqt.tools/dumpcpp,0,1360,0.190441177,6,67,1,4,0,4,0.5,1,1,1,7,0,7,1,2,0,3,664.4761905,726.4304049,0.025254669,0.108640832,7,9,0,0.071428571,13,2,11,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtactiveqt.tools/dumpdoc,0,91,0.186813188,2,7,0,2,0,2,0.5,1,1,1,5,0,5,1,1,0,2,744.6046748,744.6046748,0.016206675,0.016206675,4,4,0,0,10,0,10,1,0,1,1,1,1,qtactiveqt,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.doc/src/snippets/code,0,152,0.032894737,4,262,1,2,0,2,0.5,0.98759808,1,1,11,0,11,1,1,0,0,154.0430836,154.0430836,0.008113758,0.008113758,62,62,0,0,51,35,16,0.96969697,0,1,0.977582498,0.96969697,0.908733961,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.doc/src/snippets/pointer,0,9,0.222222231,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,4,4,0,0,8,0,8,1,0,1,1,0.666666667,0.666666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.doc/src/snippets/quiloader,0,30,0.133333336,1,4,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,4,4,0,0,8,0,8,1,0,1,1,0.666666667,0.666666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.doc/src/snippets/qx11embedcontainer,0,18,0.111111116,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,4,4,0,0,8,0,8,1,0,1,1,0.666666667,0.666666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.doc/src/snippets/qx11embedwidget,0,13,0.15384616,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,4,4,0,0,8,0,8,1,0,1,1,0.666666667,0.666666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/dbus/chat,0,121,0.132231406,1,4,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,1,1,0,0,8,0,8,1,0,1,1,0.833333333,0.833333333,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/dbus/complexpingpong,0,122,0.196721312,2,18,0,2,0,2,0.5,0.983345269,1,1,7,0,7,1,2,1,0,17.51652744,17.51652744,0.000149987,0.000149987,5,5,0,0,13,0,13,1,0,1,1,0.666666667,0.744047619,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/dbus/listnames,0,38,0.157894739,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,4,4,0,0,8,0,8,1,0,1,1,0.666666667,0.666666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/dbus/pingpong,0,53,0.169811322,2,12,0,2,0,2,0.5,0.98291904,1,1,7,0,7,1,1,1,0,17.51652744,17.51652744,0.000149987,0.000149987,5,5,0,0,13,0,13,1,0,1,1,0.666666667,0.744047619,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/dbus/remotecontrolledcar/car,0,115,0.113043479,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,7,7,0,0,14,0,14,1,0,1,1,0.666666667,0.773809524,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/dbus/remotecontrolledcar/controller,0,55,0.145454547,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,7,7,0,0,11,0,11,1,0,1,1,0.666666667,0.791666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/embedded/digiflip,0,295,0.13220339,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,6,6,0,0,11,0,11,1,0,1,1,0.666666667,0.70952381,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/embedded/flickable,0,376,0.186170213,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,6,6,0,0,11,0,11,1,0,1,1,0.666666667,0.70952381,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/embedded/flightinfo,0,270,0.15925926,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,7,7,0,0,14,0,14,1,0,1,1,0.666666667,0.745833333,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/embedded/lightmaps,0,491,0.142566192,1,14,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,8,8,0,0,16,0,16,1,0,1,1,0.8,0.809469697,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/embedded/raycasting,0,265,0.188679246,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,7,7,0,0,12,0,12,1,0,1,1,0.666666667,0.745833333,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/embedded/styleexample,0,70,0.157142858,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,13,0,13,1,0,1,1,0.666666667,0.779166667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/gestures/imagegestures,0,257,0.171206226,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,4,4,0,0,8,0,8,1,0,1,1,0.666666667,0.666666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/gui/analogclock,0,71,0.112676058,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,4,4,0,0,10,0,10,1,0,1,1,0.9375,0.841666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/gui/openglwindow,0,200,0.125,2,23,0,2,0,2,0.5,1,1,1,6,0,6,1,1,0,0,67.47619551,67.47619551,0.029461006,0.029461006,2,2,0,0,9,0,9,1,0,1,1,0.833333333,0.833333333,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/gui/rasterwindow,0,77,0.16883117,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,3,3,0,0,8,0,8,1,0,1,1,0.833333333,0.833333333,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/ipc/localfortuneclient,0,124,0.112903227,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,10,0,10,1,0,1,1,0.666666667,0.694444444,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/ipc/localfortuneserver,0,78,0.03846154,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,10,0,10,1,0,1,1,0.666666667,0.694444444,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/ipc/sharedmemory,0,82,0.121951221,2,8,0,2,0,2,0.5,0.979766761,1,1,7,0,7,1,1,1,0,17.51652744,17.51652744,0.000149987,0.000149987,4,4,0,0,11,0,11,1,0,1,1,0.666666667,0.701388889,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/bearermonitor,0,413,0.186440678,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,10,0,10,1,0,1,1,0.666666667,0.694444444,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/blockingfortuneclient,0,211,0.113744076,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,10,0,10,1,0,1,1,0.666666667,0.694444444,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/broadcastreceiver,0,56,0.089285716,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,10,0,10,1,0,1,1,0.666666667,0.694444444,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/broadcastsender,0,66,0.075757577,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,10,0,10,1,0,1,1,0.666666667,0.694444444,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/dnslookup,0,96,0.197916668,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,0,12,1,0,1,1,0.978152056,0.905742695,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/download,0,108,0.157407408,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,7,7,0,0,13,0,13,1,0,1,1,0.666666667,0.78999256,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/downloadmanager,0,196,0.137755102,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,4,4,0,0,8,0,8,1,0,1,1,0.666666667,0.666666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/fortuneclient,0,193,0.129533679,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,8,8,0,0,15,0,15,1,0,1,1,0.666666667,0.789351852,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/fortuneserver,0,124,0.10483871,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,7,7,0,0,14,0,14,1,0,1,1,0.666666667,0.763020833,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/googlesuggest,0,199,0.165829146,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,4,4,0,0,8,0,8,1,0,1,1,0.666666667,0.666666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/http,0,222,0.117117118,2,10,0,2,0,2,0.5,0.982339403,1,1,7,0,7,1,1,1,0,17.51652744,17.51652744,0.000149987,0.000149987,7,7,0,0,16,0,16,1,0,1,1,0.666666667,0.780919312,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/loopback,0,152,0.092105264,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,10,0,10,1,0,1,1,0.666666667,0.694444444,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/multicastreceiver,0,57,0.0877193,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,6,6,0,0,14,0,14,1,0,1,1,0.666666667,0.761904762,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/multicastsender,0,84,0.071428573,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,12,0,12,1,0,1,1,0.666666667,0.722222222,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/network-chat,0,632,0.167721519,1,22,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,7,7,0,0,15,0,15,1,0,1,1,0.666666667,0.755208333,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/securesocketclient,0,243,0.127572017,2,12,0,2,0,2,0.5,0.987051405,1,1,7,0,7,1,2,1,0,17.51652744,17.51652744,0.000149987,0.000149987,7,7,0,0,15,0,15,1,0,1,1,0.666666667,0.782407407,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/threadedfortuneserver,0,123,0.097560976,1,14,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,6,6,0,0,14,0,14,1,0,1,1,0.666666667,0.729166667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/network/torrent,0,3774,0.175145734,4,357,2,4,0,4,0.25,0.98911387,1,1,11,0,11,1,2,2,0,18.50641207,22.22729357,0.007563432,0.045473004,12,12,0,0,29,0,29,0.9375,0,1,0.94921875,0.90625,0.801302083,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/2dpainting,0,150,0.073333334,2,73,0,2,0,2,0.5,1,1,1,6,0,6,1,1,0,0,136.4196556,136.4196556,0.001203976,0.001203976,4,4,0,0,10,0,10,1,0,1,1,0.666666667,0.703703704,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/cube,0,202,0.108910892,4,135,1,4,0,4,0.25,0.994908871,1,1,11,0,11,1,2,2,0,19.03501904,69.61724865,0.00125548,0.083985694,12,12,0,0.029411765,29,0,29,0.888888889,0,1,0.87654321,0.888888889,0.746141975,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/framebufferobject2,0,195,0.087179488,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,4,4,0,0,8,0,8,1,0,1,1,0.666666667,0.666666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/grabber,0,417,0.115107914,4,98,0,4,0,4,0.25,0.995405473,1,1,10,0,10,1,2,1,0,136.4196556,280.3989947,0.00125548,0.028430139,4,4,0,0,16,0,16,1,0,1,1,0.666666667,0.762152778,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/hellogl,0,209,0.124401914,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,4,4,0,0,8,0,8,1,0,1,1,0.666666667,0.666666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/hellogl_es,0,243,0.061728395,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,7,7,0,0,11,0,11,1,0,1,1,0.666666667,0.788159014,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/hellogl_es2,0,539,0.074211503,3,29,1,3,0,3,0.333333333,0.987488439,1,1,8,0,8,1,1,2,0,3.482142857,12.83839925,0.000201491,0.047719039,6,6,0,0,16,0,16,1,0,1,1,0.666666667,0.770061728,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/hellowindow,0,349,0.083094556,4,179,1,4,0,4,0.25,0.996802085,1,1,10,0,10,1,1,0,1,142.7495591,139.5846073,0.007327574,0.087021741,22,22,0,0,32,14,18,1,0,1,1,0.97826087,0.914817912,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/overpainting,0,291,0.140893471,4,57,0,4,0,4,0.25,0.994422161,1,1,12,0,12,1,2,1,0,97.79890793,108.9991931,0.00125548,0.042319027,4,4,0,0,18,0,18,1,0,1,1,0.666666667,0.762152778,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/paintedwindow,0,177,0.129943503,4,33,0,4,0,4,0.25,0.96305944,1,1,11,0,11,1,1,0,0,35.24642255,35.91785413,0.059722222,0.154885732,13,13,0,0,20,0,20,1,0,1,1,0.96807757,0.888433254,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/pbuffers,0,521,0.138195778,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,7,7,0,0,16,0,16,1,0,1,1,0.666666667,0.780603334,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/pbuffers2,0,267,0.112359551,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,10,0,10,1,0,1,1,0.666666667,0.719883787,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/samplebuffers,0,137,0.080291971,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,4,4,0,0,8,0,8,1,0,1,1,0.666666667,0.666666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/shared,0,274,0.145985402,2,53,0,2,0,2,0.5,0.980964047,1,1,6,0,6,1,1,0,0,136.4196556,136.4196556,0.001203976,0.001203976,6,6,0,0,17,0,17,1,0,1,1,0.666666667,0.768468272,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/opengl/textures,0,194,0.134020619,2,12,1,2,0,2,0.5,1,1,1,6,0,6,1,1,1,0,18.6094238,18.6094238,0.071477813,0.071477813,5,5,0,0,14,0,14,1,0,1,1,0.666666667,0.75297619,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/qmake/precompile,0,40,0.125000002,1,14,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,4,4,0,0,8,0,8,1,0,1,1,0.666666667,0.666666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/qmake/tutorial,0,19,0.105263163,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,4,4,0,0,8,0,8,1,0,1,1,0.666666667,0.666666667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/qpa/windows,0,181,0.127071824,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,12,12,0,0,16,0,16,1,0,1,1,0.9375,0.856348598,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/qtconcurrent/imagescaling,0,102,0.107843138,2,17,0,2,0,2,0.5,0.982762861,1,1,7,0,7,1,2,1,0,17.51652744,17.51652744,0.000149987,0.000149987,7,7,0,0,14,0,14,1,0,1,1,0.666666667,0.749727669,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/qtconcurrent/map,0,15,0.200000005,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,6,6,0,0,11,0,11,1,0,1,1,0.666666667,0.738095238,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/qtconcurrent/progressdialog,0,28,0.142857146,2,6,0,2,0,2,0.5,1,1,1,7,0,7,1,1,1,0,17.51652744,17.51652744,0.000149987,0.000149987,6,6,0,0,13,0,13,1,0,1,1,0.666666667,0.718443627,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/qtconcurrent/runfunction,0,13,0.15384616,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,10,0,10,1,0,1,1,0.666666667,0.694444444,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/qtconcurrent/wordcount,0,75,0.106666668,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,10,0,10,1,0,1,1,0.666666667,0.694444444,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/sql,0,54,0.037037039,2,77,0,2,0,2,0.5,1,1,1,7,0,7,1,1,1,0,20.8414136,20.8414136,0.002906385,0.002906385,4,4,0,0,11,0,11,1,0,1,1,0.666666667,0.722222222,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/sql/books,0,220,0.15,1,12,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,10,0,10,1,0,1,1,0.666666667,0.688888889,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/sql/cachedtable,0,70,0.085714287,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,6,6,0,0,14,0,14,1,0,1,1,0.666666667,0.729166667,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/sql/drilldown,0,301,0.122923588,2,114,0,2,0,2,0.5,0.995334158,1,1,7,0,7,1,1,1,0,20.8414136,20.8414136,0.002906385,0.002906385,8,8,0,0,15,0,15,1,0,1,1,0.75,0.792380952,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/sql/masterdetail,1,602,0.101328904,2,16,1,2,0,2,0.5,1,1,1,6,0,6,1,2,0,0,351.4891294,351.4891294,0.002301494,0.002301494,7,7,0,0,15,0,15,1,0,1,1,0.666666667,0.778133903,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/sql/querymodel,0,121,0.157024794,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,10,0,10,1,0,1,1,0.666666667,0.694444444,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/sql/relationaltablemodel,0,48,0.104166669,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.73670475,33.73670475,9.85E-05,9.85E-05,5,5,0,0,10,0,10,1,0,1,1,0.666666667,0.694444444,qtbase,0,0,0,0,0,0,0,0,0,0,0,0,0
